CLIENTNUM,First_Name,Last_Name,Email,Phone_Number,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
813573333,Michael,Taylor,michael.taylor@outlook.com,+1-310-430-8633,Existing Customer,60,M,1,High School,Married,Less than $40K,Blue,55,5,1,4,2661.0,1466,1195.0,0.631,1354,25,0.316,0.551
711709683,Barbara,Brown,barbara.brown81@protonmail.com,+1-212-541-5101,Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,36,6,1,4,3506.0,1405,2101.0,0.766,1999,48,0.655,0.401
712902483,Eric,Rivera,ericrivera@outlook.com,+1-818-280-7394,Existing Customer,35,M,3,High School,Married,$60K - $80K,Blue,24,3,2,2,2066.0,1699,367.0,0.624,1895,43,0.536,0.822
710893533,Jason,Rivera,jason_rivera@msn.com,+1-650-366-3560,Existing Customer,53,M,1,Unknown,Married,$120K +,Blue,42,4,1,4,8329.0,877,7452.0,0.432,1570,56,0.333,0.105
719883858,Larry,Flores,larry.flores56@hotmail.com,+1-619-210-3269,Existing Customer,58,M,2,Graduate,Married,Less than $40K,Blue,48,4,1,0,2774.0,0,2774.0,0.721,1258,33,0.435,0.0
719628033,Carolyn,Thomas,cthomas@hotmail.com,+1-312-652-9496,Existing Customer,33,F,1,Post-Graduate,Married,Unknown,Blue,36,5,3,3,4134.0,1130,3004.0,1.222,2475,52,0.926,0.273
712043433,Anthony,Nguyen,anthony.nguyen60@live.com,+1-202-270-5979,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,36,5,2,2,11329.0,1180,10149.0,0.648,1213,33,0.571,0.104
769095558,Scott,Parker,scott.parker99@outlook.com,+1-818-670-4573,Existing Customer,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3,2,2,9055.0,1560,7495.0,0.696,1755,45,0.8,0.172
816094233,Raymond,Campbell,raymond_campbell@gmail.com,+1-702-578-5277,Existing Customer,37,M,1,High School,Married,$120K +,Blue,32,6,2,2,17393.0,1409,15984.0,0.608,1692,38,0.652,0.081
758417508,Michelle,Perez,michelle.perez32@live.com,+1-720-780-8934,Existing Customer,50,F,4,High School,Divorced,Less than $40K,Blue,43,6,3,4,5908.0,0,5908.0,0.822,3313,72,0.756,0.0
721234308,Melissa,Perez,melissaperez@live.com,+1-310-355-4914,Existing Customer,35,F,2,Uneducated,Married,Less than $40K,Blue,21,6,2,3,5825.0,1815,4010.0,1.132,2820,62,0.879,0.312
717138558,Kenneth,Carter,kenneth.carter31@outlook.com,+1-202-238-1191,Existing Customer,28,M,0,Post-Graduate,Married,$40K - $60K,Blue,16,5,1,3,3665.0,0,3665.0,0.737,1813,31,0.409,0.0
798120858,Richard,Hernandez,rhernandez@gmail.com,+1-415-977-7298,Existing Customer,37,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,3797.0,1425,2372.0,1.505,2555,44,0.833,0.375
709997958,Tyler,Clark,tylerc@aol.com,+1-312-269-1450,Existing Customer,39,M,3,Graduate,Married,$40K - $60K,Blue,28,4,3,4,3478.0,0,3478.0,0.65,2133,54,0.543,0.0
712617408,Jose,Baker,jose_baker@mail.com,+1-213-302-5757,Existing Customer,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,3,3,13734.0,0,13734.0,0.855,2566,74,0.762,0.0
720158208,Nathan,Green,nathan_green@aol.com,+1-415-911-9407,Existing Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,23,4,3,2,3034.0,2167,867.0,0.711,2058,49,0.485,0.714
716548083,John,Sanchez,john176@protonmail.com,+1-214-505-4136,Existing Customer,39,M,4,Graduate,Married,Less than $40K,Blue,32,4,1,4,2973.0,2360,613.0,1.257,2593,57,0.781,0.794
717631008,Benjamin,King,benjamin58@gmail.com,+1-818-296-4174,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,31,4,1,2,24296.0,0,24296.0,0.781,1886,48,0.5,0.0
813964383,Eric,Williams,eric.williams@live.com,+1-415-857-1602,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Blue,30,3,1,3,8969.0,1226,7743.0,0.84,2568,59,0.735,0.137
719952408,Ryan,Edwards,ryan_edwards@live.com,+1-469-342-8042,Existing Customer,30,M,0,Graduate,Married,Less than $40K,Blue,36,3,3,2,2550.0,1623,927.0,0.65,1870,51,0.275,0.636
771028533,Donna,White,donna_white@aol.com,+1-469-208-6943,Attrited Customer,48,F,3,Post-Graduate,Married,Less than $40K,Silver,35,5,1,3,10357.0,0,10357.0,0.506,911,25,0.19,0.0
771823308,Anna,Taylor,anna.taylor62@aol.com,+1-469-613-3836,Existing Customer,33,F,2,Uneducated,Unknown,Less than $40K,Blue,21,5,1,4,1475.0,986,489.0,0.896,1896,33,0.833,0.668
719854008,Jason,Rivera,jason.rivera@mail.com,+1-202-741-6087,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,3,6,2,5154.0,1407,3747.0,0.666,1694,32,0.778,0.273
713998233,Janet,Phillips,janetphillips@msn.com,+1-786-919-9250,Existing Customer,37,F,2,High School,Single,Less than $40K,Blue,36,6,2,4,3586.0,1414,2172.0,0.745,2780,57,0.727,0.394
714746358,Kyle,Young,kyle92@mail.com,+1-404-900-4962,Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue,28,3,1,2,4646.0,1680,2966.0,1.238,2234,35,0.667,0.362
713574708,Robert,Baker,robert.baker73@live.com,+1-202-281-5046,Existing Customer,39,M,3,College,Single,$40K - $60K,Blue,28,6,2,2,1640.0,1177,463.0,0.695,3124,66,0.784,0.718
714753258,Scott,Harris,sharris@gmail.com,+1-202-489-6013,Existing Customer,34,M,2,Unknown,Married,$60K - $80K,Blue,36,5,2,4,2379.0,1982,397.0,1.194,2966,50,1.381,0.833
712004208,Jerry,Taylor,jerry_taylor@outlook.com,+1-312-847-2697,Existing Customer,65,M,0,Graduate,Single,Less than $40K,Blue,56,3,3,2,3422.0,0,3422.0,0.929,1973,59,0.686,0.0
719621958,Edward,Gonzalez,edward.gonzalez@live.com,+1-832-907-4979,Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K,Blue,28,3,2,3,4365.0,0,4365.0,0.32,1720,40,0.379,0.0
819610908,Matthew,Rivera,mrivera@protonmail.com,+1-415-713-3364,Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,4,4,32938.0,2089,30849.0,0.72,1137,26,0.238,0.063
823948308,John,Martinez,johnmartinez@icloud.com,+1-512-853-9717,Existing Customer,48,M,4,Post-Graduate,Unknown,$40K - $60K,Blue,44,6,2,4,6710.0,1942,4768.0,0.777,1727,37,0.85,0.289
712064358,Timothy,Carter,timothycarter@mail.com,+1-512-896-4590,Existing Customer,38,M,1,Graduate,Married,$60K - $80K,Blue,36,6,3,4,2507.0,1544,963.0,0.906,1999,34,0.789,0.616
816013383,Elizabeth,Stewart,elizabeth172@icloud.com,+1-312-521-4260,Attrited Customer,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,3,6,3,6184.0,0,6184.0,1.016,1712,27,0.286,0.0
758765808,Pamela,Sanchez,pamela.sanchez@protonmail.com,+1-832-572-2199,Existing Customer,36,F,2,Unknown,Married,Less than $40K,Blue,29,6,3,4,2029.0,1190,839.0,0.628,1802,40,0.481,0.586
780881358,Nathan,Robinson,nathanrobinson@aol.com,+1-713-480-6048,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Silver,17,6,3,2,16659.0,0,16659.0,1.012,2551,74,0.609,0.0
709422183,Rachel,Sanchez,rachels@icloud.com,+1-469-577-9619,Existing Customer,58,F,1,Graduate,Married,Less than $40K,Blue,46,4,2,2,2203.0,1394,809.0,0.57,1788,45,0.364,0.633
779951058,Virginia,Mitchell,virginia730@aol.com,+1-617-660-4816,Existing Customer,54,F,3,High School,Married,Unknown,Blue,38,4,2,4,5122.0,1642,3480.0,0.935,1908,39,0.696,0.321
809941233,Patrick,Torres,patrick994@hotmail.com,+1-818-379-3636,Existing Customer,53,M,1,Graduate,Married,$80K - $120K,Blue,48,4,1,3,3074.0,2390,684.0,0.421,1377,38,0.583,0.777
710844408,Jason,Robinson,jason.robinson58@msn.com,+1-617-390-6354,Existing Customer,38,M,3,Post-Graduate,Married,$60K - $80K,Blue,36,4,3,2,2584.0,0,2584.0,0.593,1843,28,0.647,0.0
819002508,Christopher,Morris,christopher304@msn.com,+1-702-365-3498,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,26,4,1,2,2037.0,0,2037.0,0.88,2563,64,0.641,0.0
807141183,Gregory,Turner,gregory_turner@gmail.com,+1-720-636-1586,Existing Customer,34,M,1,Graduate,Married,$120K +,Blue,29,4,3,2,14938.0,1412,13526.0,0.677,1930,36,0.636,0.095
711119358,Samuel,Jones,samuel473@outlook.com,+1-415-582-8136,Existing Customer,38,M,3,Unknown,Married,$60K - $80K,Blue,31,6,1,2,2014.0,896,1118.0,1.055,2460,52,0.857,0.445
808273533,David,Nguyen,david.nguyen79@outlook.com,+1-310-415-3218,Attrited Customer,39,M,2,High School,Single,$60K - $80K,Blue,34,3,4,3,1818.0,0,1818.0,0.651,2054,55,0.774,0.0
716297658,Jeffrey,Taylor,jtaylor@msn.com,+1-713-321-1459,Existing Customer,37,M,2,Graduate,Single,$80K - $120K,Blue,36,4,1,4,14926.0,0,14926.0,0.635,2405,55,0.667,0.0
716532258,Mary,Adams,madams@yahoo.com,+1-713-510-4254,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,43,4,3,2,2827.0,1308,1519.0,0.79,3291,55,0.618,0.463
720540708,Rebecca,Moore,rmoore@protonmail.com,+1-202-949-6766,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,42,3,2,4,2773.0,1507,1266.0,1.06,1197,25,1.083,0.543
720904233,Daniel,Evans,daniel.evans@outlook.com,+1-704-338-6489,Existing Customer,53,M,0,Graduate,Married,$80K - $120K,Blue,41,3,3,2,16033.0,560,15473.0,0.963,1158,31,1.067,0.035
720863133,Mark,Williams,markw@protonmail.com,+1-818-649-9601,Existing Customer,65,M,1,Graduate,Married,Less than $40K,Blue,54,5,3,4,3213.0,2517,696.0,0.507,1855,39,0.773,0.783
714957108,Katherine,Wright,katherine.wright@yahoo.com,+1-619-524-2910,Existing Customer,33,F,3,High School,Divorced,Less than $40K,Blue,26,5,1,3,3616.0,0,3616.0,0.912,3133,72,1.0,0.0
790102008,Douglas,Lee,douglas.lee72@yahoo.com,+1-832-845-2589,Existing Customer,37,M,3,Doctorate,Single,$60K - $80K,Blue,30,6,1,3,5924.0,1023,4901.0,0.765,3305,80,0.778,0.173
781933983,Nicholas,Baker,nbaker@protonmail.com,+1-617-632-6516,Existing Customer,47,M,4,Graduate,Married,$40K - $60K,Blue,41,5,3,4,14535.0,0,14535.0,0.711,2970,76,0.689,0.0
712643358,Lisa,Walker,lisa_walker@icloud.com,+1-404-220-6327,Existing Customer,59,F,0,High School,Married,Less than $40K,Blue,49,6,2,4,2833.0,1609,1224.0,0.78,1335,23,1.3,0.568
716686158,Karen,Jackson,karen.jackson64@icloud.com,+1-702-742-9877,Existing Customer,59,F,0,Post-Graduate,Married,Less than $40K,Blue,49,5,2,3,1479.0,601,878.0,0.607,1621,32,0.6,0.406
806894133,Margaret,Campbell,margaret812@live.com,+1-720-658-4420,Existing Customer,34,F,3,Post-Graduate,Single,Unknown,Blue,29,3,1,4,1617.0,1347,270.0,0.73,2546,55,0.719,0.833
721344858,Ryan,Phillips,ryanphillips@aol.com,+1-619-780-1730,Existing Customer,26,M,0,Uneducated,Single,Less than $40K,Blue,13,4,4,4,2237.0,451,1786.0,0.837,2192,36,0.44,0.202
813230208,Brandon,Davis,brandond@icloud.com,+1-702-344-2693,Existing Customer,45,M,4,College,Single,$120K +,Blue,40,3,3,3,2900.0,1782,1118.0,1.351,4686,64,0.561,0.614
716835033,Betty,Cook,bettycook@gmail.com,+1-619-545-7284,Existing Customer,54,F,2,Graduate,Married,Unknown,Blue,45,4,3,2,13126.0,2086,11040.0,0.659,1836,37,0.762,0.159
787500333,Zachary,Lewis,zachary.lewis@live.com,+1-832-994-5883,Existing Customer,52,M,2,Post-Graduate,Single,$80K - $120K,Blue,40,6,1,3,8695.0,1407,7288.0,0.634,2030,58,0.706,0.162
768582033,Brian,Rivera,brian.rivera@mail.com,+1-212-585-8560,Existing Customer,47,M,3,High School,Married,$40K - $60K,Blue,41,6,3,4,6692.0,1897,4795.0,1.035,3902,76,0.689,0.283
713992158,Samantha,Stewart,samanthastewart@protonmail.com,+1-832-400-2387,Existing Customer,57,F,4,Unknown,Married,Less than $40K,Blue,36,3,1,2,2159.0,1004,1155.0,0.603,1353,30,0.111,0.465
719916408,Patrick,Miller,patrickmiller@icloud.com,+1-202-376-6731,Existing Customer,34,M,5,Graduate,Married,$60K - $80K,Blue,27,5,2,2,2501.0,1909,592.0,0.956,1850,34,1.125,0.763
789433758,Tyler,Morris,tyler_morris@icloud.com,+1-713-997-8480,Existing Customer,36,M,0,College,Married,$80K - $120K,Blue,27,3,3,2,6338.0,2379,3959.0,0.624,1715,39,0.5,0.375
785011383,Barbara,White,barbara_white@aol.com,+1-213-962-9967,Attrited Customer,36,F,0,Uneducated,Divorced,$40K - $60K,Blue,30,1,3,4,2190.0,0,2190.0,0.908,1412,38,0.583,0.0
719283633,Karen,Martinez,karen_martinez@msn.com,+1-310-809-1848,Existing Customer,57,F,3,Uneducated,Married,$40K - $60K,Blue,49,4,2,3,7578.0,1628,5950.0,0.721,1325,29,1.231,0.215
710816358,Stephen,Hernandez,shernandez@icloud.com,+1-469-831-5288,Existing Customer,29,M,1,Post-Graduate,Married,Less than $40K,Blue,18,4,3,2,2963.0,1466,1497.0,1.378,2523,48,0.846,0.495
779653458,Ronald,Cook,ronaldcook@msn.com,+1-312-420-9880,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,20,3,3,3,8260.0,2077,6183.0,1.167,2323,47,0.621,0.251
716382708,Linda,Evans,linda328@outlook.com,+1-212-954-9407,Attrited Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,3,4,3,8309.0,858,7451.0,0.888,1165,35,0.4,0.103
710387583,Jerry,Robinson,jerry.robinson@hotmail.com,+1-617-326-1462,Existing Customer,55,M,0,High School,Married,$80K - $120K,Blue,35,5,1,4,3864.0,1901,1963.0,0.289,1018,32,0.391,0.492
718772133,Tyler,Phillips,tphillips@protonmail.com,+1-212-579-9758,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,47,6,3,3,10230.0,1082,9148.0,0.658,1484,34,0.545,0.106
711224733,Jack,Garcia,jack_garcia@live.com,+1-650-781-9288,Attrited Customer,32,M,0,High School,Married,$120K +,Blue,27,3,3,4,22382.0,0,22382.0,0.418,695,10,0.25,0.0
718360083,Joshua,Lopez,jlopez@protonmail.com,+1-713-702-3826,Existing Customer,39,M,4,Uneducated,Married,$120K +,Blue,36,6,3,2,25790.0,1798,23992.0,0.973,2443,70,0.556,0.07
716102583,Mary,Roberts,mary.roberts90@icloud.com,+1-202-492-7441,Existing Customer,63,F,1,Graduate,Married,Less than $40K,Blue,53,6,1,3,2675.0,2517,158.0,0.957,1959,56,1.0,0.941
720673008,Donna,Johnson,djohnson@aol.com,+1-650-882-1718,Existing Customer,49,F,3,Unknown,Divorced,Less than $40K,Blue,38,3,3,4,1652.0,812,840.0,0.548,1771,47,0.516,0.492
708459633,Frank,Allen,frank585@outlook.com,+1-214-914-7860,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,26,4,1,3,5815.0,1698,4117.0,0.896,1604,42,0.448,0.292
712868733,Kyle,Walker,kyle.walker@msn.com,+1-415-478-8579,Existing Customer,60,M,0,Uneducated,Married,Less than $40K,Blue,52,5,1,2,2595.0,2189,406.0,0.276,1562,27,0.174,0.844
713790708,Douglas,Davis,ddavis@gmail.com,+1-650-993-3865,Existing Customer,38,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,2,3,3421.0,2308,1113.0,2.037,2269,39,1.053,0.675
717648783,Alexander,Hall,ahall@hotmail.com,+1-469-385-4509,Existing Customer,63,M,2,High School,Married,$80K - $120K,Blue,51,4,2,3,6922.0,1704,5218.0,0.278,1449,28,0.217,0.246
714709983,Barbara,Baker,barbara.baker42@gmail.com,+1-512-693-1197,Existing Customer,43,F,2,College,Married,Less than $40K,Blue,36,6,2,4,6979.0,898,6081.0,0.565,1665,44,0.375,0.129
819409608,Anna,Flores,anna157@hotmail.com,+1-619-705-6012,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,3,4,2594.0,0,2594.0,0.526,1457,43,0.387,0.0
717585858,Sarah,Flores,sarahflores@aol.com,+1-650-873-8046,Existing Customer,35,F,4,High School,Single,Unknown,Blue,24,5,2,4,16915.0,1679,15236.0,0.834,2795,55,0.833,0.099
791856033,Benjamin,Taylor,benjamin.taylor97@mail.com,+1-512-397-6352,Attrited Customer,45,M,2,College,Divorced,$80K - $120K,Blue,39,3,4,4,34516.0,0,34516.0,1.014,1041,27,0.35,0.0
714474483,Barbara,Baker,barbara.baker@icloud.com,+1-702-241-1888,Existing Customer,35,F,1,Graduate,Married,$40K - $60K,Blue,29,4,2,2,2523.0,1877,646.0,1.631,2005,50,1.174,0.744
716448783,Rebecca,Mitchell,rebecca.mitchell@yahoo.com,+1-619-743-3466,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,39,2,4,3,6235.0,0,6235.0,0.848,1225,34,0.478,0.0
711065133,Zachary,Martin,zacharym@live.com,+1-404-898-8971,Existing Customer,26,M,1,High School,Single,$40K - $60K,Blue,13,6,2,4,1473.0,0,1473.0,0.813,2099,39,0.857,0.0
713769258,Nathan,Clark,nathanclark@msn.com,+1-704-465-5259,Existing Customer,36,M,3,College,Married,$120K +,Blue,26,3,2,3,17116.0,939,16177.0,1.575,2547,45,0.731,0.055
712288158,Kevin,Roberts,kevinr@live.com,+1-617-842-7888,Existing Customer,37,M,2,College,Married,$80K - $120K,Blue,17,5,3,2,4631.0,1991,2640.0,1.669,2864,37,0.947,0.43
714130233,Jack,Phillips,jackp@mail.com,+1-832-907-2484,Existing Customer,39,M,2,Unknown,Married,$60K - $80K,Blue,19,3,3,2,3047.0,2150,897.0,0.882,1602,37,1.312,0.706
789127533,Jerry,Davis,jerry624@mail.com,+1-619-576-8762,Existing Customer,49,M,4,High School,Divorced,$80K - $120K,Blue,37,5,2,2,32338.0,1664,30674.0,0.919,3013,83,0.766,0.051
717038733,Samuel,Anderson,samuela@mail.com,+1-786-699-4398,Existing Customer,56,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,3,2253.0,1375,878.0,0.388,1324,38,0.31,0.61
804840033,Peter,Walker,peterwalker@hotmail.com,+1-404-573-5526,Existing Customer,45,M,2,College,Married,$60K - $80K,Blue,38,4,6,4,16611.0,0,16611.0,0.954,1960,48,0.6,0.0
709363383,Larry,Stewart,larrystewart@icloud.com,+1-619-347-6908,Existing Customer,34,M,2,High School,Single,Unknown,Blue,36,3,4,2,22886.0,836,22050.0,0.889,2652,61,0.743,0.037
789760233,Matthew,Carter,matthew.carter@yahoo.com,+1-617-662-8717,Existing Customer,29,M,0,Unknown,Divorced,$80K - $120K,Blue,14,6,3,3,3544.0,0,3544.0,0.718,2435,63,1.032,0.0
712058958,Tyler,Carter,tyler453@yahoo.com,+1-702-367-9118,Existing Customer,28,M,0,High School,Single,Less than $40K,Blue,19,3,3,4,3480.0,0,3480.0,0.731,2744,75,0.829,0.0
708295533,Dorothy,Moore,dmoore@live.com,+1-650-429-4599,Existing Customer,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3,2,3549.0,1880,1669.0,0.624,1215,22,0.571,0.53
817686633,Kimberly,Edwards,kimberlye@protonmail.com,+1-469-595-6318,Existing Customer,26,F,1,College,Single,Less than $40K,Blue,15,5,2,4,1438.3,737,701.3,0.806,2856,39,0.5,0.512
713738883,Cynthia,Hill,cynthiah@aol.com,+1-720-663-9951,Existing Customer,57,F,3,Uneducated,Married,Less than $40K,Blue,36,6,2,3,3136.0,1422,1714.0,0.591,1260,34,0.889,0.453
721310283,Nicholas,Smith,nicholas_smith@aol.com,+1-832-812-1831,Existing Customer,47,M,3,Graduate,Single,$120K +,Blue,36,6,2,4,34516.0,933,33583.0,0.946,1804,32,0.6,0.027
803132733,Sandra,Flores,sandra_flores@yahoo.com,+1-617-525-7049,Existing Customer,54,F,1,Graduate,Married,Less than $40K,Blue,48,4,3,2,6814.0,1570,5244.0,0.653,1339,30,0.364,0.23
779852133,Christopher,Gonzalez,cgonzalez@icloud.com,+1-202-823-2117,Existing Customer,48,M,2,Unknown,Married,$120K +,Silver,32,3,2,4,34516.0,2098,32418.0,0.741,3093,66,0.784,0.061
716210283,Jennifer,Flores,jenniferflores@hotmail.com,+1-212-204-9409,Existing Customer,36,F,1,High School,Married,Unknown,Blue,36,6,3,4,8500.0,2517,5983.0,0.445,1618,37,1.312,0.296
711615933,Joseph,Harris,joseph215@aol.com,+1-786-383-3173,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,33,3,3,2,28170.0,1859,26311.0,0.568,1013,28,0.75,0.066
785311158,Carolyn,Rodriguez,crodriguez@icloud.com,+1-469-479-8377,Existing Customer,54,F,2,Graduate,Single,Less than $40K,Blue,48,6,1,4,6610.0,928,5682.0,0.894,3328,69,0.683,0.14
717267108,Daniel,Sanchez,daniel127@aol.com,+1-832-456-9110,Existing Customer,37,M,1,College,Single,$60K - $80K,Blue,26,6,3,2,15755.0,1410,14345.0,0.839,2061,61,0.649,0.089
711636558,Raymond,Thomas,raymond.thomas88@hotmail.com,+1-832-995-1004,Existing Customer,33,M,3,Graduate,Married,$80K - $120K,Blue,36,5,3,4,2711.0,2073,638.0,0.711,1567,42,0.75,0.765
717504258,Matthew,Edwards,medwards@live.com,+1-469-967-5852,Existing Customer,38,M,2,College,Married,$40K - $60K,Blue,25,4,1,4,3735.0,1199,2536.0,0.886,1573,35,0.75,0.321
718242333,Justin,Jackson,justinj@hotmail.com,+1-512-465-2330,Existing Customer,36,M,4,Graduate,Single,$80K - $120K,Blue,36,5,3,2,10216.0,1822,8394.0,0.778,2568,69,0.683,0.178
771844458,Samantha,Evans,samanthae@protonmail.com,+1-404-304-8192,Existing Customer,40,F,3,Graduate,Married,Unknown,Blue,28,6,1,2,20420.0,1657,18763.0,1.038,1804,41,0.864,0.081
708892833,Eric,Davis,eric851@hotmail.com,+1-702-932-6480,Attrited Customer,37,M,2,Graduate,Married,$120K +,Blue,30,2,4,4,13662.0,0,13662.0,0.153,725,22,0.0,0.0
779465358,Kimberly,Scott,kimberly.scott88@mail.com,+1-214-487-3743,Existing Customer,26,F,0,High School,Single,Unknown,Blue,13,4,3,3,3038.0,1460,1578.0,0.98,2243,38,0.462,0.481
720191883,Frank,Turner,frankturner@hotmail.com,+1-469-623-2336,Existing Customer,45,M,3,High School,Single,$60K - $80K,Blue,35,5,3,3,7050.0,659,6391.0,0.52,1236,36,1.0,0.093
710934033,Richard,Carter,richard_carter@icloud.com,+1-312-458-6091,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,13,6,1,4,1775.0,1162,613.0,0.93,2169,43,0.536,0.655
714473658,Nathan,Nguyen,nnguyen@protonmail.com,+1-704-449-6508,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Blue,30,6,2,2,8960.0,1054,7906.0,0.414,1488,26,0.368,0.118
716569983,Andrew,Turner,andrewturner@yahoo.com,+1-617-420-9093,Existing Customer,33,M,2,College,Married,$80K - $120K,Blue,36,3,1,2,2355.0,1773,582.0,0.774,1765,27,0.929,0.753
789833583,Sharon,Hall,sharon.hall@hotmail.com,+1-702-459-9946,Existing Customer,57,F,4,High School,Married,$40K - $60K,Blue,47,5,2,4,6803.0,1332,5471.0,0.809,1476,30,0.579,0.196
818923158,Jose,Anderson,joseanderson@mail.com,+1-617-716-9017,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,50,5,2,4,2145.0,1207,938.0,0.521,1275,31,0.476,0.563
716596308,Thomas,Torres,thomas.torres@mail.com,+1-702-379-2755,Existing Customer,40,M,3,Uneducated,Single,$80K - $120K,Blue,36,5,2,3,3919.0,1640,2279.0,0.8,1872,51,0.5,0.418
716620458,Douglas,Young,douglasy@protonmail.com,+1-213-737-6970,Existing Customer,32,M,1,High School,Single,Less than $40K,Blue,23,3,2,3,4500.0,0,4500.0,0.626,2439,63,0.703,0.0
710251608,Jessica,Hall,jessicahall@yahoo.com,+1-619-758-6670,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,54,3,3,4,2941.0,1173,1768.0,0.436,1453,27,0.35,0.399
710633808,Ryan,Taylor,ryan_taylor@gmail.com,+1-202-943-6622,Existing Customer,26,M,0,Graduate,Single,$60K - $80K,Blue,13,3,3,3,7102.0,0,7102.0,0.537,2411,41,0.281,0.0
719318583,Samuel,White,samuel.white61@outlook.com,+1-404-725-4325,Attrited Customer,37,M,3,High School,Married,Less than $40K,Blue,26,3,3,4,6866.0,2389,4477.0,0.395,862,13,0.182,0.348
819202533,Robert,Allen,rallen@protonmail.com,+1-212-378-4671,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,2,3,10378.0,1540,8838.0,0.547,1306,32,0.28,0.148
827360883,Jessica,Martin,jessica_martin@hotmail.com,+1-713-832-9784,Existing Customer,47,F,3,High School,Married,Unknown,Blue,43,4,3,2,13473.0,1335,12138.0,0.814,1593,46,0.484,0.099
771196083,John,Brown,jbrown@aol.com,+1-702-474-6460,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,34,6,3,3,18178.0,0,18178.0,0.922,1837,37,0.682,0.0
809962908,Debra,Hernandez,debra.hernandez@hotmail.com,+1-702-680-2736,Existing Customer,48,F,2,Graduate,Single,Unknown,Blue,43,5,3,4,8171.0,852,7319.0,0.639,1909,52,0.733,0.104
788965683,Betty,Thompson,betty102@aol.com,+1-213-794-8719,Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1438.3,0,1438.3,0.782,2170,41,0.464,0.0
817142433,Jeffrey,Wright,jeffreyw@outlook.com,+1-818-238-3349,Existing Customer,35,M,3,Graduate,Married,$80K - $120K,Blue,20,5,3,4,8082.0,2307,5775.0,0.637,1725,29,1.071,0.285
716993058,Gary,Roberts,gary.roberts@protonmail.com,+1-404-809-2727,Existing Customer,57,M,3,Unknown,Divorced,$60K - $80K,Blue,48,5,2,3,24589.0,1640,22949.0,0.4,4291,78,0.625,0.067
771040758,Carolyn,Hall,carolyn111@aol.com,+1-713-462-1838,Existing Customer,62,F,0,Graduate,Single,Unknown,Silver,49,5,1,2,30310.0,0,30310.0,0.777,3703,91,0.492,0.0
713309583,Sarah,Thomas,sarah.thomas15@yahoo.com,+1-469-463-5804,Existing Customer,55,F,2,College,Married,Less than $40K,Blue,36,6,3,4,2967.0,2129,838.0,1.075,2177,59,0.788,0.718
710273658,Jose,Turner,jose.turner@outlook.com,+1-415-439-3458,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,17,5,2,3,3092.0,1825,1267.0,1.46,2883,61,0.488,0.59
771429408,George,Stewart,george_stewart@hotmail.com,+1-310-713-5924,Existing Customer,54,M,1,High School,Married,$80K - $120K,Blue,42,5,3,2,1618.0,668,950.0,0.552,1515,31,0.476,0.413
