CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Churn,Email
805522758,Existing Customer,44,0,1,1,0,4,0,39,5,2,4,2311.0,1830,481.0,1.289,1701,33,1.357,0.792,0,customer_805522758@example.com
781013958,Existing Customer,57,0,3,6,1,1,0,48,4,2,2,3585.0,1244,2341.0,0.507,1344,37,0.85,0.347,0,customer_781013958@example.com
717495258,Existing Customer,34,1,3,5,1,3,0,25,6,3,2,9131.0,916,8215.0,0.863,1893,36,0.565,0.1,0,customer_717495258@example.com
795052083,Existing Customer,63,0,0,5,2,1,0,56,3,6,4,1438.3,0,1438.3,0.864,3630,71,0.578,0.0,0,customer_795052083@example.com
773389908,Existing Customer,37,0,3,3,2,4,0,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.692,0.0,0,customer_773389908@example.com
719320833,Existing Customer,39,1,2,4,1,2,0,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.704,0.376,0,customer_719320833@example.com
816843933,Existing Customer,39,1,2,3,1,3,0,34,6,3,3,8823.0,1541,7282.0,1.06,1961,32,1.0,0.175,0,customer_816843933@example.com
789196158,Existing Customer,55,1,1,2,1,2,0,44,6,2,4,2173.0,1520,653.0,0.652,1485,26,0.529,0.699,0,customer_789196158@example.com
717930483,Attrited Customer,37,1,2,2,2,0,0,25,3,3,0,5616.0,0,5616.0,0.995,1564,31,0.476,0.0,1,customer_717930483@example.com
773442258,Existing Customer,57,1,1,1,1,3,0,51,5,2,2,8571.0,1616,6955.0,0.6,1397,28,0.647,0.189,0,customer_773442258@example.com
719872833,Existing Customer,45,0,2,2,0,4,0,36,6,6,3,2803.0,0,2803.0,0.565,3347,71,0.732,0.0,0,customer_719872833@example.com
721491258,Existing Customer,53,1,4,2,1,3,0,36,3,2,2,3924.0,2517,1407.0,0.511,1417,30,0.667,0.641,0,customer_721491258@example.com
770575233,Existing Customer,37,1,2,2,2,2,0,23,6,1,2,5663.0,1149,4514.0,0.767,2553,61,0.794,0.203,0,customer_770575233@example.com
715800708,Existing Customer,60,0,0,5,1,4,0,49,3,1,2,3955.0,2000,1955.0,0.425,1560,43,0.483,0.506,0,customer_715800708@example.com
719996958,Existing Customer,29,0,0,5,2,4,0,23,5,3,4,7997.0,0,7997.0,0.935,2208,56,0.806,0.0,0,customer_719996958@example.com
719889408,Existing Customer,56,0,4,5,1,4,0,36,4,1,5,3652.0,1351,2301.0,0.836,1561,39,0.625,0.37,0,customer_719889408@example.com
708811233,Existing Customer,37,1,2,2,1,3,0,27,4,2,1,12702.0,2008,10694.0,0.51,1992,40,0.667,0.158,0,customer_708811233@example.com
794627208,Existing Customer,43,1,1,3,1,2,0,23,4,3,2,7189.0,1550,5639.0,0.538,1935,52,0.368,0.216,0,customer_794627208@example.com
719020983,Existing Customer,58,1,1,2,1,3,0,42,4,3,1,12421.0,2517,9904.0,0.73,1913,49,0.69,0.203,0,customer_719020983@example.com
719131533,Existing Customer,29,0,0,4,0,4,0,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777,0,customer_719131533@example.com
710449983,Existing Customer,38,1,2,3,1,0,0,29,4,1,2,2818.0,1656,1162.0,1.404,2916,45,0.957,0.588,0,customer_710449983@example.com
715651833,Attrited Customer,65,1,1,6,2,4,0,36,3,4,4,2351.0,0,2351.0,0.881,1593,35,0.591,0.0,1,customer_715651833@example.com
720714933,Existing Customer,62,0,1,2,1,4,0,49,4,2,2,3143.0,2517,626.0,0.625,1323,25,0.923,0.801,0,customer_720714933@example.com
789170283,Existing Customer,53,1,1,2,3,3,0,42,5,5,4,6514.0,978,5536.0,0.843,3084,63,0.658,0.15,0,customer_789170283@example.com
810201783,Existing Customer,26,0,0,2,2,1,0,17,5,3,3,3119.0,1328,1791.0,0.722,2740,62,0.512,0.426,0,customer_810201783@example.com
715517733,Attrited Customer,46,0,3,3,2,4,3,39,1,0,4,13092.0,1962,11130.0,0.686,936,25,0.25,0.15,1,customer_715517733@example.com
709042908,Existing Customer,51,0,1,0,1,1,0,44,4,2,1,1438.3,0,1438.3,0.803,2207,68,0.511,0.0,0,customer_709042908@example.com
715023333,Existing Customer,39,1,2,5,1,4,0,34,4,2,4,3702.0,1118,2584.0,1.04,2585,64,0.778,0.302,0,customer_715023333@example.com
720801033,Existing Customer,51,0,1,3,1,5,0,36,3,2,3,9095.0,2517,6578.0,0.37,1347,27,0.421,0.277,0,customer_720801033@example.com
714345783,Existing Customer,59,1,2,3,1,1,0,50,6,3,2,2701.0,1572,1129.0,0.475,1469,36,0.5,0.582,0,customer_714345783@example.com
779209083,Existing Customer,56,1,3,6,1,1,0,45,6,2,4,1813.0,1387,426.0,0.406,1468,32,0.231,0.765,0,customer_779209083@example.com
713972658,Existing Customer,56,0,2,2,1,5,0,36,3,3,2,5335.0,996,4339.0,0.469,1454,43,0.433,0.187,0,customer_713972658@example.com
710782458,Existing Customer,31,1,1,2,1,1,0,20,6,2,5,2469.0,1695,774.0,0.842,1615,36,0.333,0.687,0,customer_710782458@example.com
711142308,Existing Customer,37,1,0,3,0,1,0,36,3,1,5,3091.0,0,3091.0,0.665,2572,65,0.548,0.0,0,customer_711142308@example.com
824789283,Existing Customer,36,1,2,3,2,1,0,32,3,5,2,2683.0,1533,1150.0,0.821,2373,73,0.659,0.571,0,customer_824789283@example.com
715187733,Existing Customer,26,0,1,6,2,5,0,15,3,4,3,5464.0,0,5464.0,0.7,2473,46,0.484,0.0,0,customer_715187733@example.com
721014858,Existing Customer,61,0,0,2,1,4,0,53,4,1,2,2942.0,2022,920.0,0.537,1479,28,0.217,0.687,0,customer_721014858@example.com
710363433,Existing Customer,26,1,0,3,2,4,0,36,6,3,3,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493,0,customer_710363433@example.com
715479483,Existing Customer,35,1,2,0,1,3,0,36,5,2,4,15279.0,1496,13783.0,0.997,2079,57,0.425,0.098,0,customer_715479483@example.com
708243483,Existing Customer,53,1,3,0,1,0,0,43,4,2,5,14938.0,1155,13783.0,0.995,2248,51,0.645,0.077,0,customer_708243483@example.com
714770808,Existing Customer,59,1,2,3,1,4,0,42,3,3,5,4328.0,670,3658.0,0.396,1580,54,0.543,0.155,0,customer_714770808@example.com
720626058,Existing Customer,37,1,1,2,2,3,0,24,4,4,4,34516.0,934,33582.0,0.681,1768,52,0.576,0.027,0,customer_720626058@example.com
709185108,Existing Customer,38,1,3,3,1,2,0,26,5,4,2,5824.0,1542,4282.0,0.827,1801,44,0.571,0.265,0,customer_709185108@example.com
719596908,Existing Customer,56,0,5,1,1,5,0,48,4,2,2,11281.0,2118,9163.0,0.534,1255,30,0.304,0.188,0,customer_719596908@example.com
719273733,Existing Customer,37,1,2,5,1,2,0,36,5,3,5,7959.0,998,6961.0,0.773,1855,29,0.318,0.125,0,customer_719273733@example.com
717348258,Existing Customer,33,1,1,2,1,0,0,21,4,1,3,4459.0,1899,2560.0,1.349,2502,48,1.0,0.426,0,customer_717348258@example.com
770882508,Existing Customer,38,1,2,0,1,3,0,24,4,1,5,17162.0,773,16389.0,1.238,2457,54,1.0,0.045,0,customer_770882508@example.com
799026633,Existing Customer,56,1,1,5,1,0,0,50,4,3,5,16254.0,1518,14736.0,1.256,2502,55,0.571,0.093,0,customer_799026633@example.com
718777008,Existing Customer,59,1,0,3,1,3,0,47,5,1,2,3278.0,1306,1972.0,0.399,1374,32,0.391,0.398,0,customer_718777008@example.com
713352183,Existing Customer,30,1,1,4,1,4,0,17,5,1,2,7173.0,1227,5946.0,0.646,1793,33,0.737,0.171,0,customer_713352183@example.com
716128083,Existing Customer,56,1,2,3,1,1,0,36,5,2,3,3295.0,2002,1293.0,0.599,1191,34,0.545,0.608,0,customer_716128083@example.com
721288158,Existing Customer,33,1,2,6,2,0,0,15,4,2,2,25033.0,2300,22733.0,0.716,2529,71,0.578,0.092,0,customer_721288158@example.com
757881258,Existing Customer,31,1,0,2,0,2,0,24,6,2,2,4232.0,2092,2140.0,0.604,2565,69,0.865,0.494,0,customer_757881258@example.com
715843533,Existing Customer,26,1,1,0,2,1,0,36,3,4,3,2703.0,1256,1447.0,0.949,2111,29,0.706,0.465,0,customer_715843533@example.com
717234183,Existing Customer,29,1,1,2,1,4,0,18,4,1,4,2710.0,629,2081.0,0.771,1718,37,0.762,0.232,0,customer_717234183@example.com
717260058,Existing Customer,53,0,2,5,1,4,0,42,6,1,5,2322.0,1284,1038.0,0.673,1573,27,0.929,0.553,0,customer_717260058@example.com
709710783,Existing Customer,35,0,0,3,2,4,0,36,4,3,4,5931.0,0,5931.0,0.668,2730,71,0.614,0.0,0,customer_709710783@example.com
787284858,Existing Customer,35,1,2,5,3,0,0,29,5,1,2,3300.0,1731,1569.0,0.689,1745,27,0.929,0.525,0,customer_787284858@example.com
815845758,Existing Customer,56,0,4,3,1,4,0,51,4,2,3,1438.3,0,1438.3,0.472,1354,24,0.714,0.0,0,customer_815845758@example.com
720639783,Existing Customer,35,0,1,5,2,5,3,27,4,3,2,34516.0,0,34516.0,0.682,2562,62,0.722,0.0,0,customer_720639783@example.com
713331408,Existing Customer,35,1,3,5,1,1,0,36,6,2,5,8682.0,1647,7035.0,0.971,1792,36,0.8,0.19,0,customer_713331408@example.com
778693458,Attrited Customer,32,1,1,3,0,2,0,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0,1,customer_778693458@example.com
788610258,Existing Customer,49,1,4,0,3,4,0,43,5,2,4,9652.0,2517,7135.0,0.889,3762,73,0.587,0.261,0,customer_788610258@example.com
711173883,Existing Customer,36,1,4,2,0,0,0,29,3,2,2,1651.0,770,881.0,0.736,2516,54,0.385,0.466,0,customer_711173883@example.com
717628608,Existing Customer,37,1,3,6,1,2,0,29,5,1,5,2576.0,1640,936.0,1.128,2568,34,0.889,0.637,0,customer_717628608@example.com
789261558,Existing Customer,58,1,1,3,1,2,0,47,3,1,4,2212.0,1392,820.0,0.573,1387,34,0.7,0.629,0,customer_789261558@example.com
770647233,Existing Customer,35,0,2,3,1,4,0,21,5,6,3,2157.0,1188,969.0,0.847,2111,59,0.639,0.551,0,customer_770647233@example.com
712826208,Existing Customer,39,0,2,2,1,1,0,26,5,1,2,2575.0,1424,1151.0,0.543,1487,33,0.737,0.553,0,customer_712826208@example.com
718181433,Existing Customer,65,0,0,5,2,4,0,56,6,1,2,8705.0,1453,7252.0,1.11,2688,88,0.956,0.167,0,customer_718181433@example.com
714460683,Existing Customer,65,1,0,3,1,4,0,56,3,3,5,3838.0,1736,2102.0,0.445,1467,29,0.706,0.452,0,customer_714460683@example.com
716460933,Existing Customer,51,1,2,6,1,0,0,42,4,1,4,10306.0,1427,8879.0,0.709,1456,44,0.294,0.138,0,customer_716460933@example.com
710787708,Existing Customer,56,0,1,5,1,1,0,40,4,2,5,5366.0,1271,4095.0,0.558,1748,38,0.9,0.237,0,customer_710787708@example.com
713800158,Existing Customer,58,1,0,3,1,3,0,36,6,3,2,2994.0,2351,643.0,0.469,1540,32,0.185,0.785,0,customer_713800158@example.com
712551258,Attrited Customer,39,1,1,5,1,4,0,36,3,3,3,4247.0,0,4247.0,0.405,847,17,0.133,0.0,1,customer_712551258@example.com
715379133,Existing Customer,51,0,1,0,2,4,0,36,4,4,2,1737.0,1145,592.0,0.809,1954,42,1.333,0.659,0,customer_715379133@example.com
712091433,Existing Customer,58,1,4,5,2,1,3,50,5,2,3,18431.0,902,17529.0,1.296,2950,61,0.848,0.049,0,customer_712091433@example.com
771756333,Existing Customer,34,0,3,2,1,4,0,23,5,3,3,2263.0,1794,469.0,0.794,2154,37,0.542,0.793,0,customer_771756333@example.com
779895108,Existing Customer,39,1,3,6,2,3,0,23,6,1,4,2718.0,2156,562.0,0.668,1711,36,0.44,0.793,0,customer_779895108@example.com
771976683,Existing Customer,54,0,1,0,1,5,0,43,3,3,2,5839.0,2130,3709.0,0.687,1640,44,0.333,0.365,0,customer_771976683@example.com
716800908,Existing Customer,26,0,2,3,2,5,0,13,5,0,3,5137.0,0,5137.0,0.699,2496,49,0.581,0.0,0,customer_716800908@example.com
789413958,Existing Customer,53,1,1,2,2,3,0,43,4,2,3,11909.0,1018,10891.0,1.006,1938,53,0.656,0.085,0,customer_789413958@example.com
711574008,Existing Customer,32,1,3,0,2,3,0,21,4,3,5,21390.0,0,21390.0,0.946,2477,59,0.341,0.0,0,customer_711574008@example.com
714138408,Existing Customer,49,1,3,3,1,2,0,39,4,1,4,9264.0,629,8635.0,0.659,4107,79,0.58,0.068,0,customer_714138408@example.com
709334658,Existing Customer,39,0,2,5,1,4,0,26,4,2,5,5484.0,2517,2967.0,0.489,2025,51,0.378,0.459,0,customer_709334658@example.com
709564683,Attrited Customer,32,1,2,2,1,1,0,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0,1,customer_709564683@example.com
772292358,Attrited Customer,30,1,1,0,0,4,0,19,4,3,3,7970.0,0,7970.0,0.776,1284,30,0.429,0.0,1,customer_772292358@example.com
712933083,Existing Customer,37,1,1,5,2,3,0,36,6,1,2,3127.0,2378,749.0,0.862,2292,49,0.441,0.76,0,customer_712933083@example.com
710497608,Existing Customer,38,1,2,5,2,1,0,36,5,1,2,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215,0,customer_710497608@example.com
721443408,Existing Customer,46,1,2,5,2,0,0,33,6,2,3,34516.0,676,33840.0,0.814,3508,58,0.871,0.02,0,customer_721443408@example.com
709149408,Existing Customer,36,1,2,5,1,2,0,36,5,3,4,5605.0,1322,4283.0,1.204,2338,41,0.952,0.236,0,customer_709149408@example.com
708446808,Existing Customer,33,1,1,4,1,3,0,36,4,3,2,2946.0,1359,1587.0,0.746,2017,48,0.455,0.461,0,customer_708446808@example.com
824192658,Existing Customer,58,0,3,4,2,4,0,54,4,2,3,8886.0,0,8886.0,0.694,4148,79,0.756,0.0,0,customer_824192658@example.com
711625683,Existing Customer,46,1,4,1,1,0,0,36,3,2,5,3104.0,862,2242.0,1.057,2781,74,0.682,0.278,0,customer_711625683@example.com
717487983,Existing Customer,39,1,5,6,1,3,0,36,4,3,3,19435.0,2120,17315.0,0.625,2062,55,0.486,0.109,0,customer_717487983@example.com
717301908,Existing Customer,54,0,2,1,1,4,0,46,3,3,3,3312.0,1624,1688.0,0.573,1973,55,0.667,0.49,0,customer_717301908@example.com
718435158,Existing Customer,50,1,3,3,1,0,0,40,5,1,4,34516.0,0,34516.0,0.986,1930,36,0.44,0.0,0,customer_718435158@example.com
714797733,Existing Customer,41,1,3,0,2,2,0,33,6,1,4,5246.0,0,5246.0,0.969,3189,56,0.556,0.0,0,customer_714797733@example.com
719213133,Existing Customer,53,1,1,2,3,2,0,41,4,1,2,2432.0,1554,878.0,1.158,3670,60,0.818,0.639,0,customer_719213133@example.com
798962058,Existing Customer,36,0,5,2,1,4,0,30,3,3,3,3103.0,2399,704.0,0.581,1836,48,0.655,0.773,0,customer_798962058@example.com
718970058,Existing Customer,38,1,3,6,1,0,0,33,5,3,4,30746.0,1168,29578.0,0.653,1519,43,0.72,0.038,0,customer_718970058@example.com
713021208,Attrited Customer,55,0,2,0,2,5,3,36,2,3,3,34516.0,0,34516.0,0.399,1353,40,0.212,0.0,1,customer_713021208@example.com
810856833,Existing Customer,45,1,4,0,3,0,0,40,3,2,2,11962.0,1025,10937.0,0.694,1907,52,0.926,0.086,0,customer_810856833@example.com
787868958,Existing Customer,36,1,2,3,2,3,0,27,5,3,3,14690.0,979,13711.0,0.811,2746,68,0.511,0.067,0,customer_787868958@example.com
708161133,Existing Customer,45,1,1,2,2,1,0,32,5,1,2,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21,0,customer_708161133@example.com
708174708,Existing Customer,38,1,4,2,1,1,0,27,6,2,4,5535.0,1276,4259.0,0.636,1764,38,0.9,0.231,0,customer_708174708@example.com
708735183,Existing Customer,35,0,2,3,1,4,0,22,4,3,3,2544.0,1848,696.0,0.804,2289,49,0.441,0.726,0,customer_708735183@example.com
708445608,Existing Customer,48,1,3,0,1,4,0,37,4,3,3,3305.0,2517,788.0,0.766,2027,57,1.036,0.762,0,customer_708445608@example.com
778943883,Existing Customer,51,1,2,5,2,0,0,36,5,2,4,34516.0,888,33628.0,1.299,1959,42,0.909,0.026,0,customer_778943883@example.com
788810658,Existing Customer,37,0,1,0,2,5,0,20,3,2,5,9466.0,0,9466.0,0.818,2503,70,0.489,0.0,0,customer_788810658@example.com
789050883,Existing Customer,33,0,2,1,2,5,0,21,4,3,4,5297.0,0,5297.0,0.779,2655,62,0.55,0.0,0,customer_789050883@example.com
714531108,Existing Customer,31,1,1,0,1,3,0,36,4,3,3,4260.0,1775,2485.0,1.239,2109,52,0.625,0.417,0,customer_714531108@example.com
711635358,Existing Customer,40,0,4,0,2,4,0,26,6,1,2,7291.0,2517,4774.0,0.83,2198,56,0.697,0.345,0,customer_711635358@example.com
803648508,Existing Customer,43,1,4,3,3,3,0,37,4,2,3,13882.0,758,13124.0,0.5,1646,42,0.75,0.055,0,customer_803648508@example.com
813200058,Existing Customer,63,1,0,2,1,1,0,56,4,2,5,6500.0,1786,4714.0,0.524,1497,27,0.35,0.275,0,customer_813200058@example.com
805261983,Existing Customer,35,0,4,6,1,4,0,30,6,3,4,1626.0,979,647.0,1.467,2847,61,0.968,0.602,0,customer_805261983@example.com
715206408,Existing Customer,31,0,1,3,2,4,0,22,5,1,5,6662.0,0,6662.0,0.934,3264,83,0.766,0.0,0,customer_715206408@example.com
788684508,Existing Customer,36,1,4,5,1,3,0,25,4,3,3,5846.0,1732,4114.0,0.611,2056,41,0.64,0.296,0,customer_788684508@example.com
737933883,Existing Customer,34,1,1,3,1,2,0,27,3,1,2,8063.0,2149,5914.0,0.722,2042,49,0.69,0.267,0,customer_737933883@example.com
768655158,Existing Customer,29,1,0,6,1,2,0,23,3,3,2,6224.0,1092,5132.0,0.919,2222,39,0.56,0.175,0,customer_768655158@example.com
774437583,Existing Customer,55,1,1,1,1,2,0,49,6,2,4,4597.0,2442,2155.0,0.512,1504,38,0.357,0.531,0,customer_774437583@example.com
713104458,Attrited Customer,46,1,2,2,2,1,0,31,3,3,5,7869.0,0,7869.0,0.692,998,25,0.562,0.0,1,customer_713104458@example.com
715462008,Existing Customer,45,1,2,0,1,2,0,35,6,3,2,17884.0,2096,15788.0,0.477,2031,49,0.633,0.117,0,customer_715462008@example.com
715366083,Attrited Customer,52,0,0,1,2,4,0,36,2,2,3,1438.3,978,460.3,0.773,947,33,0.571,0.68,1,customer_715366083@example.com
712322058,Existing Customer,40,0,3,3,1,4,0,32,5,1,3,2046.0,1694,352.0,0.853,3432,49,0.96,0.828,0,customer_712322058@example.com
719737833,Existing Customer,46,0,4,5,1,4,0,36,4,2,2,6370.0,0,6370.0,0.855,1783,40,0.667,0.0,0,customer_719737833@example.com
789530208,Existing Customer,54,0,2,2,1,4,0,46,6,2,2,2737.0,2517,220.0,0.533,1619,37,0.48,0.92,0,customer_789530208@example.com
717885183,Existing Customer,36,1,1,2,2,4,0,25,6,1,2,2622.0,2489,133.0,0.84,2717,79,0.549,0.949,0,customer_717885183@example.com
716244033,Attrited Customer,44,1,3,2,1,1,0,33,2,3,3,7266.0,906,6360.0,0.676,1741,27,0.421,0.125,1,customer_716244033@example.com
711614658,Existing Customer,37,0,2,5,2,4,0,30,6,3,3,2258.0,1338,920.0,0.86,2511,55,0.774,0.593,0,customer_711614658@example.com
804598908,Existing Customer,35,1,3,2,2,3,0,25,3,2,3,6510.0,2055,4455.0,1.042,2238,49,0.531,0.316,0,customer_804598908@example.com
719161683,Existing Customer,64,0,0,6,1,5,0,55,4,1,4,2508.0,1580,928.0,0.44,1607,44,0.419,0.63,0,customer_719161683@example.com
719327808,Existing Customer,52,0,2,5,1,5,0,36,5,1,2,4006.0,2517,1489.0,0.557,1157,34,0.619,0.628,0,customer_719327808@example.com
714038433,Existing Customer,37,0,5,3,2,1,0,19,4,1,2,3252.0,1987,1265.0,0.658,2953,72,0.714,0.611,0,customer_714038433@example.com
710129283,Existing Customer,45,0,4,5,1,5,0,26,4,3,1,16317.0,0,16317.0,0.742,2944,71,0.972,0.0,0,customer_710129283@example.com
709367433,Existing Customer,28,1,1,6,2,1,0,15,3,3,1,2109.0,1542,567.0,0.67,2261,56,0.6,0.731,0,customer_709367433@example.com
719729433,Existing Customer,65,0,1,2,1,4,0,56,4,2,0,7023.0,1726,5297.0,1.178,2535,51,0.759,0.246,0,customer_719729433@example.com
717192933,Existing Customer,55,1,0,2,1,0,0,42,3,2,1,8302.0,2517,5785.0,0.661,1576,34,0.789,0.303,0,customer_717192933@example.com
711734508,Existing Customer,55,1,2,2,1,3,0,47,3,3,3,9959.0,1209,8750.0,0.548,1584,28,0.273,0.121,0,customer_711734508@example.com
715153158,Existing Customer,41,1,4,5,2,1,0,36,4,3,4,3636.0,1884,1752.0,0.924,4254,79,0.491,0.518,0,customer_715153158@example.com
712149033,Existing Customer,57,0,2,3,1,4,0,46,5,1,1,5184.0,1856,3328.0,0.553,1834,55,0.571,0.358,0,customer_712149033@example.com
713901108,Existing Customer,37,1,2,3,2,2,0,29,6,1,4,14575.0,0,14575.0,1.251,3444,80,0.702,0.0,0,customer_713901108@example.com
719415858,Existing Customer,29,1,0,0,0,5,0,15,6,3,2,3107.0,1720,1387.0,0.661,2460,71,0.69,0.554,0,customer_719415858@example.com
719385558,Existing Customer,62,0,0,0,1,1,0,49,6,1,2,1438.3,0,1438.3,0.757,1281,32,1.0,0.0,0,customer_719385558@example.com
779528658,Existing Customer,42,1,4,0,3,2,0,25,4,3,3,3092.0,1115,1977.0,0.802,2133,41,0.783,0.361,0,customer_779528658@example.com
721508283,Existing Customer,47,0,1,2,1,4,0,36,4,2,1,8322.0,0,8322.0,0.86,3700,62,1.0,0.0,0,customer_721508283@example.com
757753083,Existing Customer,44,0,0,2,1,4,3,36,5,3,2,10110.0,1229,8881.0,0.65,4063,74,0.48,0.122,0,customer_757753083@example.com
797753283,Existing Customer,34,0,1,3,1,4,0,28,4,3,4,2707.0,2036,671.0,0.827,1926,33,0.941,0.752,0,customer_797753283@example.com
807523008,Existing Customer,37,1,1,2,2,5,0,32,4,1,3,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,0,customer_807523008@example.com
711416958,Existing Customer,33,0,2,2,2,5,0,21,3,3,2,5795.0,0,5795.0,0.746,2322,65,0.585,0.0,0,customer_711416958@example.com
780865308,Existing Customer,40,1,4,5,1,3,0,23,6,3,2,9760.0,1657,8103.0,1.134,4542,86,0.87,0.17,0,customer_780865308@example.com
708423933,Existing Customer,51,1,2,1,2,1,0,40,3,2,0,6103.0,0,6103.0,0.532,3203,64,0.829,0.0,0,customer_708423933@example.com
714321408,Existing Customer,65,1,1,3,1,1,0,56,6,2,2,2246.0,1326,920.0,0.543,1429,32,0.455,0.59,0,customer_714321408@example.com
771852483,Existing Customer,46,1,3,2,2,3,0,35,6,3,4,4930.0,0,4930.0,1.019,3343,77,0.638,0.0,0,customer_771852483@example.com
708185208,Existing Customer,27,1,0,2,2,1,0,16,4,1,2,3178.0,1118,2060.0,0.643,2010,31,0.55,0.352,0,customer_708185208@example.com
714920208,Existing Customer,37,0,1,3,3,4,0,30,3,5,0,3003.0,1810,1193.0,0.719,3148,68,0.789,0.603,0,customer_714920208@example.com
789952158,Existing Customer,34,0,1,1,1,5,0,25,4,3,3,2318.0,2069,249.0,1.399,2689,57,0.781,0.893,0,customer_789952158@example.com
713237958,Existing Customer,34,1,0,2,1,1,0,17,4,1,4,2638.0,2092,546.0,0.591,1868,43,0.344,0.793,0,customer_713237958@example.com
715956258,Existing Customer,35,0,1,5,1,4,0,36,3,2,4,2004.0,0,2004.0,0.681,1974,60,0.364,0.0,0,customer_715956258@example.com
769196433,Existing Customer,55,0,2,4,1,4,0,49,4,1,1,2414.0,2276,138.0,0.567,2000,62,0.59,0.943,0,customer_769196433@example.com
778942233,Existing Customer,60,0,0,1,1,4,0,45,5,2,4,1438.3,648,790.3,0.477,1267,27,1.077,0.451,0,customer_778942233@example.com
708651933,Existing Customer,56,1,2,2,1,2,0,44,3,1,2,2043.0,1928,115.0,0.791,2311,57,0.839,0.944,0,customer_708651933@example.com
720467583,Existing Customer,52,1,2,3,2,3,0,46,3,3,2,34516.0,2517,31999.0,0.685,3072,67,0.675,0.073,0,customer_720467583@example.com
716549058,Existing Customer,45,0,4,5,1,1,0,36,3,1,3,3111.0,2290,821.0,1.612,1998,41,0.464,0.736,0,customer_716549058@example.com
713533983,Existing Customer,56,1,1,2,1,0,0,48,6,3,4,2585.0,1207,1378.0,0.44,1590,33,0.32,0.467,0,customer_713533983@example.com
787463508,Attrited Customer,26,1,0,2,2,4,0,13,5,2,4,2469.0,2410,59.0,0.544,1027,20,0.176,0.976,1,customer_787463508@example.com
710256708,Existing Customer,30,1,1,6,2,4,0,19,5,2,0,8744.0,1712,7032.0,0.895,2579,68,0.659,0.196,0,customer_710256708@example.com
708980283,Existing Customer,34,1,3,3,1,3,0,23,5,1,4,4185.0,2517,1668.0,0.861,2179,55,0.774,0.601,0,customer_708980283@example.com
719484408,Existing Customer,39,1,3,5,1,2,0,36,6,2,4,4759.0,1459,3300.0,1.24,2903,57,0.9,0.307,0,customer_719484408@example.com
710023233,Existing Customer,36,1,3,2,2,0,0,36,6,2,4,24457.0,1300,23157.0,0.914,2739,65,0.912,0.053,0,customer_710023233@example.com
789101883,Existing Customer,32,1,3,6,2,0,0,20,6,2,2,14244.0,1673,12571.0,0.699,2729,66,0.535,0.117,0,customer_789101883@example.com
778381608,Attrited Customer,48,1,4,1,2,3,0,28,3,3,4,6572.0,417,6155.0,0.584,1766,46,0.533,0.063,1,customer_778381608@example.com
787492908,Existing Customer,50,0,2,5,1,5,0,34,5,3,2,23381.0,905,22476.0,0.645,4357,73,0.521,0.039,0,customer_787492908@example.com
709932558,Existing Customer,39,0,2,5,1,4,0,26,5,3,2,3471.0,2517,954.0,0.743,1771,34,0.889,0.725,0,customer_709932558@example.com
780219483,Existing Customer,61,0,0,2,1,4,0,51,4,2,1,2250.0,1041,1209.0,0.678,1339,28,0.867,0.463,0,customer_780219483@example.com
708590658,Existing Customer,65,0,1,6,1,5,0,53,5,3,2,15965.0,2312,13653.0,0.59,1619,40,0.538,0.145,0,customer_708590658@example.com
715143333,Existing Customer,45,0,1,3,0,4,0,36,6,2,2,9433.0,1578,7855.0,0.66,3910,81,0.653,0.167,0,customer_715143333@example.com
801048483,Existing Customer,34,1,3,5,0,0,0,28,4,3,3,9180.0,1814,7366.0,0.628,2646,49,0.633,0.198,0,customer_801048483@example.com
711913833,Existing Customer,37,1,3,2,1,1,0,36,4,2,4,8818.0,1437,7381.0,0.649,1865,31,0.938,0.163,0,customer_711913833@example.com
715413483,Existing Customer,44,0,3,2,2,4,0,36,5,1,3,4066.0,1028,3038.0,0.972,3888,77,0.604,0.253,0,customer_715413483@example.com
715750758,Existing Customer,56,1,1,5,1,3,0,36,6,1,1,9031.0,1535,7496.0,0.69,1602,35,0.591,0.17,0,customer_715750758@example.com
714062958,Existing Customer,36,1,4,6,2,1,0,36,6,1,2,9887.0,994,8893.0,0.488,2552,64,0.455,0.101,0,customer_714062958@example.com
710458758,Existing Customer,65,0,0,2,1,4,0,53,5,3,5,4161.0,2491,1670.0,0.41,1203,30,0.579,0.599,0,customer_710458758@example.com
